Source Name	Comment[ENA_SAMPLE]	Material Type	Provider	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell property]	Characteristics[developmental stage]	Characteristics[cell type]	Characteristics[phenotype]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_LENGTH]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[MD5]	Comment[READ_INDEX_1_BASE_COORD]	Comment[SPOT_LENGTH]	Factor Value[cell type]
SQ_0014	ERS403408	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th2	CD4+ CRTH2+ CXCR3-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0014	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0014	sequencing assay	ERX397873	SQ_0014_R2.fastq.gz	SQ_0014_R2.fastq.gz	ERR431628	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431628/ERR431628_2.fastq.gz	c87da77b407cae40b4b322674c1a827e	102	101	CD4 Th2
SQ_0015	ERS403415	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th2	CD4+ CRTH2+ CXCR3-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0015	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0015	sequencing assay	ERX397880	SQ_0015_R2.fastq.gz	SQ_0015_R2.fastq.gz	ERR431579	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431579/ERR431579_2.fastq.gz	f398f0246b71420026e0a507d3846936	102	101	CD4 Th2
SQ_0021	ERS403436	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Treg	CD4+ CD127- CD25+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0021	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0021	sequencing assay	ERX397901	SQ_0021_R2.fastq.gz	SQ_0021_R2.fastq.gz	ERR431583	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431583/ERR431583_2.fastq.gz	c5d9d48830eb5d183b6ce080b6a329b2	102	101	CD4 Treg
SQ_0022	ERS403386	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Treg	CD4+ CD127- CD25+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0022	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0022	sequencing assay	ERX397851	SQ_0022_R2.fastq.gz	SQ_0022_R2.fastq.gz	ERR431606	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431606/ERR431606_2.fastq.gz	ebc1489184defb91e5b8814123413152	102	101	CD4 Treg
SQ_0023	ERS403435	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Treg	CD4+ CD127- CD25+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0023	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0023	sequencing assay	ERX397900	SQ_0023_R2.fastq.gz	SQ_0023_R2.fastq.gz	ERR431609	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431609/ERR431609_2.fastq.gz	66bf895e7b84440297bea97b2aaa07e1	102	101	CD4 Treg
SQ_0046	ERS403400	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th1	CD4+ CXCR3+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0046	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	426	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0046	sequencing assay	ERX397865	SQ_0046_R2.fastq.gz	SQ_0046_R2.fastq.gz	ERR431584	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431584/ERR431584_2.fastq.gz	c0fea36d40934965572f9c2029f856c0	102	101	CD4 Th1
SQ_0047	ERS403382	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th1	CD4+ CXCR3+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0047	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	364	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0047	sequencing assay	ERX397847	SQ_0047_R2.fastq.gz	SQ_0047_R2.fastq.gz	ERR431577	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431577/ERR431577_2.fastq.gz	8ac763e3fc8a7b9784c44090dd8860be	102	101	CD4 Th1
SQ_0048	ERS403425	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th1	CD4+ CXCR3+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0048	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	438	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0048	sequencing assay	ERX397890	SQ_0048_R2.fastq.gz	SQ_0048_R2.fastq.gz	ERR431570	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431570/ERR431570_2.fastq.gz	d51d5432acdc06dc4e221140f6d9ff64	102	101	CD4 Th1
SQ_0050	ERS403390	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th1	CD4+ CXCR3+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0050	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	435	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0050	sequencing assay	ERX397855	SQ_0050_R2.fastq.gz	SQ_0050_R2.fastq.gz	ERR431587	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431587/ERR431587_2.fastq.gz	169354d7cb18d12bafd1052a18e38058	102	101	CD4 Th1
SQ_0051	ERS403412	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th17	CD4+ CCR6+ CD161+ CXCR3-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0051	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	451	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0051	sequencing assay	ERX397877	SQ_0051_R2.fastq.gz	SQ_0051_R2.fastq.gz	ERR431625	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431625/ERR431625_2.fastq.gz	af5d3fd8b38fc3092853cfd20aa890ae	102	101	CD4 Th17
SQ_0052	ERS403389	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th17	CD4+ CCR6+ CD161+ CXCR3-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0052	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	474	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0052	sequencing assay	ERX397854	SQ_0052_R2.fastq.gz	SQ_0052_R2.fastq.gz	ERR431604	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431604/ERR431604_2.fastq.gz	3ef02eba3bfc772a09e55aa78ebaa3ad	102	101	CD4 Th17
SQ_0053	ERS403404	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th17	CD4+ CCR6+ CD161+ CXCR3-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0053	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	464	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0053	sequencing assay	ERX397869	SQ_0053_R2.fastq.gz	SQ_0053_R2.fastq.gz	ERR431595	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431595/ERR431595_2.fastq.gz	bc9c69a273fe1394f805fb1cb81332cf	102	101	CD4 Th17
SQ_0055	ERS403396	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th17	CD4+ CCR6+ CD161+ CXCR3-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0055	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	452	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0055	sequencing assay	ERX397861	SQ_0055_R2.fastq.gz	SQ_0055_R2.fastq.gz	ERR431618	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431618/ERR431618_2.fastq.gz	42562e5065e61a7bf410ad8c14bb2975	102	101	CD4 Th17
SQ_0056	ERS403376	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th2	CD4+ CRTH2+ CXCR3-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0056	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	441	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0056	sequencing assay	ERX397841	SQ_0056_R2.fastq.gz	SQ_0056_R2.fastq.gz	ERR431600	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431600/ERR431600_2.fastq.gz	ea67f1fbbb85198c571b88f2118b18c7	102	101	CD4 Th2
SQ_0058	ERS403420	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th2	CD4+ CRTH2+ CXCR3-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0058	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	452	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0058	sequencing assay	ERX397885	SQ_0058_R2.fastq.gz	SQ_0058_R2.fastq.gz	ERR431566	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431566/ERR431566_2.fastq.gz	d8adf7ed73aef6fde8433507f33d6e02	102	101	CD4 Th2
SQ_0059	ERS403417	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th2	CD4+ CRTH2+ CXCR3-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0059	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	451	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0059	sequencing assay	ERX397882	SQ_0059_R2.fastq.gz	SQ_0059_R2.fastq.gz	ERR431615	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431615/ERR431615_2.fastq.gz	dd951f37d84ea831a0ae12ffa2fa7518	102	101	CD4 Th2
SQ_0065	ERS403410	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Treg	CD4+ CD127- CD25+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0065	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	449	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0065	sequencing assay	ERX397875	SQ_0065_R2.fastq.gz	SQ_0065_R2.fastq.gz	ERR431601	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431601/ERR431601_2.fastq.gz	6b42df8aa6924553d2f40de84eead826	102	101	CD4 Treg
SQ_0067	ERS403428	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Treg	CD4+ CD127- CD25+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0067	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	444	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0067	sequencing assay	ERX397893	SQ_0067_R2.fastq.gz	SQ_0067_R2.fastq.gz	ERR431589	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431589/ERR431589_2.fastq.gz	8fa326a4a158bcec4c5e9adc2f12316c	102	101	CD4 Treg
SQ_0080	ERS403411	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Naive	CD4+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0080	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	474	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0080	sequencing assay	ERX397876	SQ_0080_R2.fastq.gz	SQ_0080_R2.fastq.gz	ERR431580	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431580/ERR431580_2.fastq.gz	2fdc185da8ed7319c9689f42c31a0a60	102	101	CD4 Naive
SQ_0081	ERS403383	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Naive	CD4+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0081	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	516	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0081	sequencing assay	ERX397848	SQ_0081_R2.fastq.gz	SQ_0081_R2.fastq.gz	ERR431610	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431610/ERR431610_2.fastq.gz	a42fa539d51a050e10a6fb2a49e33eb4	102	101	CD4 Naive
SQ_0082	ERS403401	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Naive	CD4+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0082	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	455	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0082	sequencing assay	ERX397866	SQ_0082_R2.fastq.gz	SQ_0082_R2.fastq.gz	ERR431571	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431571/ERR431571_2.fastq.gz	f3ffd2c06543a4a4e0beec8b8a2cbd26	102	101	CD4 Naive
SQ_0096	ERS403378	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Naive	CD19+ CD5- CD27-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0096	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	453	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0096	sequencing assay	ERX397843	SQ_0096_R2.fastq.gz	SQ_0096_R2.fastq.gz	ERR431572	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431572/ERR431572_2.fastq.gz	91b3fad51bfa0bcb65754cf34a2a50c4	102	101	B Naive
SQ_0098	ERS403430	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Memory	CD19+ CD5- CD27+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0098	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	466	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0098	sequencing assay	ERX397895	SQ_0098_R2.fastq.gz	SQ_0098_R2.fastq.gz	ERR431617	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431617/ERR431617_2.fastq.gz	b25945403c99a1efced1d359aa39aa0d	102	101	B Memory
SQ_0130	ERS403388	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Naive	CD19+ CD5- CD27-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0130	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0130	sequencing assay	ERX397853	SQ_0130_R2.fastq.gz	SQ_0130_R2.fastq.gz	ERR431624	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431624/ERR431624_2.fastq.gz	0163c0bafbfd69567f5d6f403ad5bf97	102	101	B Naive
SQ_0132	ERS403395	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Memory	CD19+ CD5- CD27+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0132	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0132	sequencing assay	ERX397860	SQ_0132_R2.fastq.gz	SQ_0132_R2.fastq.gz	ERR431569	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431569/ERR431569_2.fastq.gz	35784cbbbe1e2e32854d3a512853c6cc	102	101	B Memory
SQ_0134	ERS403380	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Naive	CD19+ CD5- CD27-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0134	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	414	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0134	sequencing assay	ERX397845	SQ_0134_R2.fastq.gz	SQ_0134_R2.fastq.gz	ERR431619	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431619/ERR431619_2.fastq.gz	c739fb214e7e4d96049e6e16b71bac44	102	101	B Naive
SQ_0136	ERS403438	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Memory	CD19+ CD5- CD27+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0136	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	443	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0136	sequencing assay	ERX397903	SQ_0136_R2.fastq.gz	SQ_0136_R2.fastq.gz	ERR431594	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431594/ERR431594_2.fastq.gz	4492cf5012558f4fdc25cb848c075653	102	101	B Memory
SQ_0145	ERS403433	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Central Memory	CD4+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0145	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	439	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0145	sequencing assay	ERX397898	SQ_0145_R2.fastq.gz	SQ_0145_R2.fastq.gz	ERR431582	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431582/ERR431582_2.fastq.gz	e670b578a2267801f23818ee77cb7b31	102	101	CD4 Central Memory
SQ_0146	ERS403431	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Central Memory	CD4+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0146	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	433	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0146	sequencing assay	ERX397896	SQ_0146_R2.fastq.gz	SQ_0146_R2.fastq.gz	ERR431626	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431626/ERR431626_2.fastq.gz	48f56a2bc2e44f05edc4bcb4ae7b4f3a	102	101	CD4 Central Memory
SQ_0147	ERS403384	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Central Memory	CD4+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0147	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	451	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0147	sequencing assay	ERX397849	SQ_0147_R2.fastq.gz	SQ_0147_R2.fastq.gz	ERR431620	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431620/ERR431620_2.fastq.gz	fc5fe97031f064a30ac3bdb8c4ed4e55	102	101	CD4 Central Memory
SQ_0148	ERS403403	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Central Memory	CD4+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0148	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	442	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0148	sequencing assay	ERX397868	SQ_0148_R2.fastq.gz	SQ_0148_R2.fastq.gz	ERR431614	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431614/ERR431614_2.fastq.gz	36f5a2366532934a89b10f1b3a023c54	102	101	CD4 Central Memory
SQ_0149	ERS403407	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Central Memory	CD4+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0149	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	435	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0149	sequencing assay	ERX397872	SQ_0149_R2.fastq.gz	SQ_0149_R2.fastq.gz	ERR431598	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431598/ERR431598_2.fastq.gz	0f9990dd02b0829858bf070f9a04a2b6	102	101	CD4 Central Memory
SQ_0150	ERS403434	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Effector Memory	CD4+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0150	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	386	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0150	sequencing assay	ERX397899	SQ_0150_R2.fastq.gz	SQ_0150_R2.fastq.gz	ERR431576	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431576/ERR431576_2.fastq.gz	a9aeb6c7736bc6a2212b3bc8868ea2f5	102	101	CD4 Effector Memory
